,input_x,input_y,output_z
358,-60,90,0.5005287775198098
359,-60,95,0.5020184268251215
360,-55,-100,0.5016059851011196
361,-55,-95,0.5024069761387491
362,-55,-90,0.500440593016307
363,-55,-85,0.5035872169744597
364,-55,-80,0.501801266849371
365,-55,-75,0.5009175627900924
366,-55,-70,0.5047024423253778
367,-55,-65,0.5072889766565649
368,-55,-60,0.5085326349036876
369,-55,-55,0.5100598561440571
370,-55,-50,0.5103464535283693
371,-55,-45,0.5048405206078229
372,-55,-40,0.5023523202358409
373,-55,-35,0.5178239996052746
374,-55,-30,0.5030656350611526
375,-55,-25,0.5224106860541133
376,-55,-20,0.5029037981688457
377,-55,-15,0.5130049621064907
378,-55,-10,0.528473657935886
379,-55,-5,0.529024471925301
380,-55,0,0.5271966522537087
381,-55,5,0.529024471925301
382,-55,10,0.528473657935886
383,-55,15,0.5130049621064907
384,-55,20,0.5029037981688457
385,-55,25,0.5224106860541133
386,-55,30,0.5030656350611526
387,-55,35,0.5178239996052746
388,-55,40,0.5023523202358409
389,-55,45,0.5048405206078229
390,-55,50,0.5103464535283693
391,-55,55,0.5100598561440571
392,-55,60,0.5085326349036876
393,-55,65,0.5072889766565649
394,-55,70,0.5047024423253778
395,-55,75,0.5009175627900924
396,-55,80,0.501801266849371
397,-55,85,0.5035872169744597
398,-55,90,0.500440593016307
399,-55,95,0.5024069761387491
400,-50,-100,0.5008727250212089
401,-50,-95,0.5031626684037087
402,-50,-90,0.5003379862115788
403,-50,-85,0.5043381990830582
404,-50,-80,0.500758330023366
405,-50,-75,0.5025859038452734
406,-50,-70,0.5068675603628836
407,-50,-65,0.5078045096560472
408,-50,-60,0.508127115747024
409,-50,-55,0.5103464535283693
410,-50,-50,0.5138888888888888
411,-50,-45,0.5110108830645892
412,-50,-40,0.5016205106334181
413,-50,-35,0.5175867530693661
414,-50,-30,0.5101150607409934
415,-50,-25,0.522013648188322
416,-50,-20,0.503307766551354
417,-50,-15,0.5282881038365278
418,-50,-10,0.5373900508645884
419,-50,-5,0.5286284180346477
420,-50,0,0.5241638054320217
421,-50,5,0.5286284180346477
422,-50,10,0.5373900508645884
423,-50,15,0.5282881038365278
424,-50,20,0.503307766551354
425,-50,25,0.522013648188322
426,-50,30,0.5101150607409934
427,-50,35,0.5175867530693661
428,-50,40,0.5016205106334181
429,-50,45,0.5110108830645892
430,-50,50,0.5138888888888888
431,-50,55,0.5103464535283693
432,-50,60,0.508127115747024
433,-50,65,0.5078045096560472
434,-50,70,0.5068675603628836
435,-50,75,0.5025859038452734
436,-50,80,0.500758330023366
437,-50,85,0.5043381990830582
438,-50,90,0.5003379862115788
439,-50,95,0.5031626684037087
440,-45,-100,0.5002486973997203
441,-45,-95,0.5025775088884434
442,-45,-90,0.5019007130916249
443,-45,-85,0.5030074183055868
444,-45,-80,0.5009623436130083
445,-45,-75,0.5062260968923545
446,-45,-70,0.5065222077710406
447,-45,-65,0.5040925897280771
448,-45,-60,0.5032409324848854
449,-45,-55,0.5048405206078229
450,-45,-50,0.5110108830645892
451,-45,-45,0.5196059209881384
452,-45,-40,0.5100597088322661
453,-45,-35,0.5069936262449393
454,-45,-30,0.5294618331233587
455,-45,-25,0.5083660533396537
456,-45,-20,0.5217469371205042
457,-45,-15,0.546511146898971
458,-45,-10,0.5261369178793576
459,-45,-5,0.5105135516574134
460,-45,0,0.5070917426745577
461,-45,5,0.5105135516574134
462,-45,10,0.5261369178793576
463,-45,15,0.546511146898971
464,-45,20,0.5217469371205042
465,-45,25,0.5083660533396537
466,-45,30,0.5294618331233587
467,-45,35,0.5069936262449393
468,-45,40,0.5100597088322661
469,-45,45,0.5196059209881384
470,-45,50,0.5110108830645892
471,-45,55,0.5048405206078229
472,-45,60,0.5032409324848854
473,-45,65,0.5040925897280771
474,-45,70,0.5065222077710406
475,-45,75,0.5062260968923545
476,-45,80,0.5009623436130083
477,-45,85,0.5030074183055868
478,-45,90,0.5019007130916249
479,-45,95,0.5025775088884434
480,-40,-100,0.5021192403153897
481,-40,-95,0.5003718574163764
482,-40,-90,0.5043584359437199
483,-40,-85,0.5004195499953402
484,-40,-80,0.5054401328355435
485,-40,-75,0.5049663908909865
486,-40,-70,0.5011520708715355
487,-40,-65,0.5012206401914928
488,-40,-60,0.5025442849712042
489,-40,-55,0.5023523202358409
490,-40,-50,0.5016205106334181
491,-40,-45,0.5100597088322661
492,-40,-40,0.528344671201814
493,-40,-35,0.5076147171108296
494,-40,-30,0.529033513212821
495,-40,-25,0.5121405902789127
496,-40,-20,0.5551228859652725
497,-40,-15,0.5199673214775452
498,-40,-10,0.5062309402672636
499,-40,-5,0.5206434905896667
500,-40,0,0.5289685763233186
501,-40,5,0.5206434905896667
502,-40,10,0.5062309402672636
503,-40,15,0.5199673214775452
504,-40,20,0.5551228859652725
505,-40,25,0.5121405902789127
506,-40,30,0.529033513212821
507,-40,35,0.5076147171108296
508,-40,40,0.528344671201814
509,-40,45,0.5100597088322661
510,-40,50,0.5016205106334181
511,-40,55,0.5023523202358409
512,-40,60,0.5025442849712042
513,-40,65,0.5012206401914928
514,-40,70,0.5011520708715355
515,-40,75,0.5049663908909865
516,-40,80,0.5054401328355435
517,-40,85,0.5004195499953402
518,-40,90,0.5043584359437199
519,-40,95,0.5003718574163764
520,-35,-100,0.5025038212936825
521,-35,-95,0.5028122255248222
522,-35,-90,0.5009153411126843
523,-35,-85,0.5045901744505396
524,-35,-80,0.5034274076727775
525,-35,-75,0.5009230878708545
526,-35,-70,0.5062307889958699
527,-35,-65,0.5114433964486449
528,-35,-60,0.5147073846615776
529,-35,-55,0.5178239996052746
530,-35,-50,0.5175867530693661
531,-35,-45,0.5069936262449393
532,-35,-40,0.5076147171108296
533,-35,-35,0.5420079815164881
534,-35,-30,0.5051538460671001
535,-35,-25,0.5614372563122773
536,-35,-20,0.5123945089494423
537,-35,-15,0.5295168938855208
538,-35,-10,0.5839640102506264
539,-35,-5,0.5979962417160399
540,-35,0,0.5961579426652621
541,-35,5,0.5979962417160399
542,-35,10,0.5839640102506264
543,-35,15,0.5295168938855208
544,-35,20,0.5123945089494423
545,-35,25,0.5614372563122773
546,-35,30,0.5051538460671001
547,-35,35,0.5420079815164881
548,-35,40,0.5076147171108296
549,-35,45,0.5069936262449393
550,-35,50,0.5175867530693661
551,-35,55,0.5178239996052746
552,-35,60,0.5147073846615776
553,-35,65,0.5114433964486449
554,-35,70,0.5062307889958699
555,-35,75,0.5009230878708545
556,-35,80,0.5034274076727775
557,-35,85,0.5045901744505396
558,-35,90,0.5009153411126843
559,-35,95,0.5028122255248222
560,-30,-100,0.5006919004906457
561,-30,-95,0.5019663730746577
562,-30,-90,0.5037476502095541
563,-30,-85,0.5021255840568375
564,-30,-80,0.5028463743050808
565,-30,-75,0.5088123364802278
566,-30,-70,0.5059551208726731
567,-30,-65,0.5026034268981303
568,-30,-60,0.5018771534914583
569,-30,-55,0.5030656350611526
570,-30,-50,0.5101150607409934
571,-30,-45,0.5294618331233587
572,-30,-40,0.529033513212821
573,-30,-35,0.5051538460671001
574,-30,-30,0.5637755102040817
575,-30,-25,0.5071267513240592
576,-30,-20,0.5742108115160195
577,-30,-15,0.590739257874614
578,-30,-10,0.5315805935123038
579,-30,-5,0.51137672623015
580,-30,0,0.5116757566690314
581,-30,5,0.51137672623015
582,-30,10,0.5315805935123038
583,-30,15,0.590739257874614
584,-30,20,0.5742108115160195
585,-30,25,0.5071267513240592
586,-30,30,0.5637755102040817
587,-30,35,0.5051538460671001
588,-30,40,0.529033513212821
589,-30,45,0.5294618331233587
590,-30,50,0.5101150607409934
591,-30,55,0.5030656350611526
592,-30,60,0.5018771534914583
593,-30,65,0.5026034268981303
594,-30,70,0.5059551208726731
595,-30,75,0.5088123364802278
596,-30,80,0.5028463743050808
597,-30,85,0.5021255840568375
598,-30,90,0.5037476502095541
599,-30,95,0.5019663730746577
600,-25,-100,0.5029027150195884
601,-25,-95,0.5029663478804581
602,-25,-90,0.501175921504127
603,-25,-85,0.5050153579222398
604,-25,-80,0.5042747304227799
605,-25,-75,0.5009586460863185
606,-25,-70,0.5069541183408417
607,-25,-65,0.5136124518877405
608,-25,-60,0.5181724483927476
609,-25,-55,0.5224106860541133
610,-25,-50,0.522013648188322
611,-25,-45,0.5083660533396537
612,-25,-40,0.5121405902789127
613,-25,-35,0.5614372563122773
614,-25,-30,0.5071267513240592
615,-25,-25,0.5987654320987654
616,-25,-20,0.5238397618646504
617,-25,-15,0.5465426355541051
618,-25,-10,0.6480383870628103
619,-25,-5,0.6832962770969593
620,-25,0,0.6834978798758258
621,-25,5,0.6832962770969593
622,-25,10,0.6480383870628103
623,-25,15,0.5465426355541051
624,-25,20,0.5238397618646504
625,-25,25,0.5987654320987654
626,-25,30,0.5071267513240592
627,-25,35,0.5614372563122773
628,-25,40,0.5121405902789127
629,-25,45,0.5083660533396537
630,-25,50,0.522013648188322
631,-25,55,0.5224106860541133
632,-25,60,0.5181724483927476
633,-25,65,0.5136124518877405
634,-25,70,0.5069541183408417
635,-25,75,0.5009586460863185
636,-25,80,0.5042747304227799
637,-25,85,0.5050153579222398
638,-25,90,0.501175921504127
639,-25,95,0.5029663478804581
640,-20,-100,0.5022798082490516
641,-20,-95,0.5005954534426552
642,-20,-90,0.5055296458271086
643,-20,-85,0.5006100479611296
644,-20,-80,0.5067375748499229
645,-20,-75,0.5075849860533981
646,-20,-70,0.5021488164819885
647,-20,-65,0.5014369320755275
648,-20,-60,0.5029785560659653
649,-20,-55,0.5029037981688457
650,-20,-50,0.503307766551354
651,-20,-45,0.5217469371205042
652,-20,-40,0.5551228859652725
653,-20,-35,0.5123945089494423
654,-20,-30,0.5742108115160195
655,-20,-25,0.5238397618646504
656,-20,-20,0.654320987654321
657,-20,-15,0.5741840860867129
658,-20,-10,0.5180034415111541
659,-20,-5,0.554863931316531
660,-20,0,0.5812715153999617
661,-20,5,0.554863931316531
662,-20,10,0.5180034415111541
663,-20,15,0.5741840860867129
664,-20,20,0.654320987654321
665,-20,25,0.5238397618646504
666,-20,30,0.5742108115160195
667,-20,35,0.5123945089494423
668,-20,40,0.5551228859652725
669,-20,45,0.5217469371205042
670,-20,50,0.503307766551354
671,-20,55,0.5029037981688457
672,-20,60,0.5029785560659653
673,-20,65,0.5014369320755275
674,-20,70,0.5021488164819885
675,-20,75,0.5075849860533981
676,-20,80,0.5067375748499229
677,-20,85,0.5006100479611296
678,-20,90,0.5055296458271086
679,-20,95,0.5005954534426552
680,-15,-100,0.5003341869825693
681,-15,-95,0.5040498496622988
682,-15,-90,0.5020411229162721
683,-15,-85,0.5052415634518989
684,-15,-80,0.5009787958010631
685,-15,-75,0.509076833402408
686,-15,-70,0.5120960728961801
687,-15,-65,0.5092707613551858
688,-15,-60,0.5084088295301961
689,-15,-55,0.5130049621064907
690,-15,-50,0.5282881038365278
691,-15,-45,0.546511146898971
692,-15,-40,0.5199673214775452
693,-15,-35,0.5295168938855208
694,-15,-30,0.590739257874614
695,-15,-25,0.5465426355541051
696,-15,-20,0.5741840860867129
697,-15,-15,0.7378121284185494
698,-15,-10,0.6800912513275704
699,-15,-5,0.5910738091543564
700,-15,0,0.565144805328601
701,-15,5,0.5910738091543564
702,-15,10,0.6800912513275704
703,-15,15,0.7378121284185494
704,-15,20,0.5741840860867129
705,-15,25,0.5465426355541051
706,-15,30,0.590739257874614
707,-15,35,0.5295168938855208
708,-15,40,0.5199673214775452
709,-15,45,0.546511146898971
710,-15,50,0.5282881038365278
711,-15,55,0.5130049621064907
712,-15,60,0.5084088295301961
713,-15,65,0.5092707613551858
714,-15,70,0.5120960728961801
715,-15,75,0.509076833402408
716,-15,80,0.5009787958010631
717,-15,85,0.5052415634518989
718,-15,90,0.5020411229162721
719,-15,95,0.5040498496622988
720,-10,-100,0.5019043060509968
721,-10,-95,0.5045453081702295
722,-10,-90,0.5004975906576403
723,-10,-85,0.5070893664333511
724,-10,-80,0.5022419886723065
725,-10,-75,0.5031502432662213
726,-10,-70,0.5122402988799728
727,-10,-65,0.5174944535483325
728,-10,-60,0.5210819936344195
729,-10,-55,0.528473657935886
730,-10,-50,0.5373900508645884
731,-10,-45,0.5261369178793576
732,-10,-40,0.5062309402672636
733,-10,-35,0.5839640102506264
734,-10,-30,0.5315805935123038
735,-10,-25,0.6480383870628103
736,-10,-20,0.5180034415111541
737,-10,-15,0.6800912513275704
738,-10,-10,0.8472222222222222
739,-10,-5,0.8363952038559572
740,-10,0,0.8095148357127633
741,-10,5,0.8363952038559572
742,-10,10,0.8472222222222222
743,-10,15,0.6800912513275704
744,-10,20,0.5180034415111541
745,-10,25,0.6480383870628103
746,-10,30,0.5315805935123038
747,-10,35,0.5839640102506264
748,-10,40,0.5062309402672636
749,-10,45,0.5261369178793576
750,-10,50,0.5373900508645884
751,-10,55,0.528473657935886
752,-10,60,0.5210819936344195
753,-10,65,0.5174944535483325
754,-10,70,0.5122402988799728
755,-10,75,0.5031502432662213
756,-10,80,0.5022419886723065
757,-10,85,0.5070893664333511
758,-10,90,0.5004975906576403
759,-10,95,0.5045453081702295
760,-5,-100,0.5033681844889004
761,-5,-95,0.5031337408838872
762,-5,-90,0.5015139412869992
763,-5,-85,0.5055061894722559
764,-5,-80,0.505362899539983
765,-5,-75,0.501028422740235
766,-5,-70,0.5078537894262327
767,-5,-65,0.5164719146786418
768,-5,-60,0.5229677099968665
769,-5,-55,0.529024471925301
770,-5,-50,0.5286284180346477
771,-5,-45,0.5105135516574134
772,-5,-40,0.5206434905896667
773,-5,-35,0.5979962417160399
774,-5,-30,0.51137672623015
775,-5,-25,0.6832962770969593
776,-5,-20,0.554863931316531
777,-5,-15,0.5910738091543564
778,-5,-10,0.8363952038559572
779,-5,-5,0.9535147392290249
780,-5,0,0.9675829005208048
781,-5,5,0.9535147392290249
782,-5,10,0.8363952038559572
783,-5,15,0.5910738091543564
784,-5,20,0.554863931316531
785,-5,25,0.6832962770969593
786,-5,30,0.51137672623015
787,-5,35,0.5979962417160399
788,-5,40,0.5206434905896667
789,-5,45,0.5105135516574134
790,-5,50,0.5286284180346477
791,-5,55,0.529024471925301
792,-5,60,0.5229677099968665
793,-5,65,0.5164719146786418
794,-5,70,0.5078537894262327
795,-5,75,0.501028422740235
796,-5,80,0.505362899539983
797,-5,85,0.5055061894722559
798,-5,90,0.5015139412869992
799,-5,95,0.5031337408838872
800,0,-100,0.5037492750063074
801,0,-95,0.5025424689094635
802,0,-90,0.502136526338177
803,0,-85,0.5046776667384612
804,0,-80,0.5064901143914371
805,0,-75,0.5009227351688188
806,0,-70,0.50618740674586
807,0,-65,0.5150127528537137
808,0,-60,0.5220156963482135
809,0,-55,0.5271966522537087
810,0,-50,0.5241638054320217
811,0,-45,0.5070917426745577
812,0,-40,0.5289685763233186
813,0,-35,0.5961579426652621
814,0,-30,0.5116757566690314
815,0,-25,0.6834978798758258
816,0,-20,0.5812715153999617
817,0,-15,0.565144805328601
818,0,-10,0.8095148357127633
819,0,-5,0.9675829005208048
820,0,0,1.0
821,0,5,0.9675829005208048
822,0,10,0.8095148357127633
823,0,15,0.565144805328601
824,0,20,0.5812715153999617
825,0,25,0.6834978798758258
826,0,30,0.5116757566690314
827,0,35,0.5961579426652621
828,0,40,0.5289685763233186
829,0,45,0.5070917426745577
830,0,50,0.5241638054320217
831,0,55,0.5271966522537087
832,0,60,0.5220156963482135
833,0,65,0.5150127528537137
834,0,70,0.50618740674586
835,0,75,0.5009227351688188
836,0,80,0.5064901143914371
837,0,85,0.5046776667384612
838,0,90,0.502136526338177
839,0,95,0.5025424689094635
840,5,-100,0.5033681844889004
841,5,-95,0.5031337408838872
842,5,-90,0.5015139412869992
843,5,-85,0.5055061894722559
844,5,-80,0.505362899539983
845,5,-75,0.501028422740235
846,5,-70,0.5078537894262327
847,5,-65,0.5164719146786418
848,5,-60,0.5229677099968665
849,5,-55,0.529024471925301
850,5,-50,0.5286284180346477
851,5,-45,0.5105135516574134
852,5,-40,0.5206434905896667
853,5,-35,0.5979962417160399
854,5,-30,0.51137672623015
